contractSymbol,lastTradeDate,strike,lastPrice,bid,ask,change,percentChange,volume,openInterest,impliedVolatility,inTheMoney,contractSize,currency,Option_Type,Symbol,Expiry,Fetched_At,Data_Type
SPX260618P00200000,2025-07-25 15:24:06+00:00,200.0,0.1,0.0,0.0,0.0,0.0,1.0,77,0.500005,False,REGULAR,USD,put,^SPX,2026-06-18,2025-09-06 12:54:52.497748,options
SPX260618P00400000,2025-07-21 19:10:52+00:00,400.0,0.25,0.0,0.0,0.0,0.0,5.0,138,0.500005,False,REGULAR,USD,put,^SPX,2026-06-18,2025-09-06 12:54:52.497748,options
SPX260618P00600000,2025-09-05 16:03:24+00:00,600.0,0.32,0.15,0.35,-0.01000002,-3.0303092,20.0,226,0.8388687988281249,False,REGULAR,USD,put,^SPX,2026-06-18,2025-09-06 12:54:52.497748,options
SPX260618P00800000,2025-09-04 16:54:01+00:00,800.0,0.6,0.35,0.7,-0.099999964,-14.285709,4.0,2784,0.7817404638671875,False,REGULAR,USD,put,^SPX,2026-06-18,2025-09-06 12:54:52.497748,options
SPX260618P01000000,2025-09-05 16:03:24+00:00,1000.0,1.0,0.7,1.4,-0.100000024,-9.090911,6.0,2902,0.7425562854003906,False,REGULAR,USD,put,^SPX,2026-06-18,2025-09-06 12:54:52.497748,options
SPX260618P01200000,2025-09-04 19:56:51+00:00,1200.0,1.55,1.25,1.9,0.049999952,3.3333302,6.0,1606,0.697390721435547,False,REGULAR,USD,put,^SPX,2026-06-18,2025-09-06 12:54:52.497748,options
SPX260618P01400000,2025-09-03 20:00:31+00:00,1400.0,2.35,1.8,2.55,0.0,0.0,300.0,1567,0.6558872302246095,False,REGULAR,USD,put,^SPX,2026-06-18,2025-09-06 12:54:52.497748,options
SPX260618P01600000,2025-09-04 14:16:20+00:00,1600.0,3.25,2.55,3.4,0.0,0.0,1.0,813,0.6207313317871095,False,REGULAR,USD,put,^SPX,2026-06-18,2025-09-06 12:54:52.497748,options
SPX260618P01800000,2025-09-02 16:17:21+00:00,1800.0,4.86,3.5,4.4,0.0,0.0,3.0,1286,0.5889018161010743,False,REGULAR,USD,put,^SPX,2026-06-18,2025-09-06 12:54:52.497748,options
SPX260618P02000000,2025-09-05 19:06:53+00:00,2000.0,5.1,4.7,5.6,-0.4000001,-7.2727294,80.0,4684,0.5600324758911133,False,REGULAR,USD,put,^SPX,2026-06-18,2025-09-06 12:54:52.497748,options
