contractSymbol,lastTradeDate,strike,lastPrice,bid,ask,change,percentChange,volume,openInterest,impliedVolatility,inTheMoney,contractSize,currency,Option_Type,Symbol,Expiry,Fetched_At,Data_Type
SPXW250926P02600000,2025-08-26 13:40:46+00:00,2600.0,0.05,0.0,0.15,0.0,0.0,2.0,134,1.1015669921875002,False,REGULAR,USD,put,^SPX,2025-09-26,2025-09-06 10:53:39.361666,options
SPXW250926P02800000,2025-09-02 16:09:22+00:00,2800.0,0.1,0.0,0.2,0.0,0.0,3.0,17,1.0371141894531253,False,REGULAR,USD,put,^SPX,2025-09-26,2025-09-06 10:53:39.361666,options
SPXW250926P03000000,2025-09-02 16:09:18+00:00,3000.0,0.15,0.0,0.2,0.0,0.0,3.0,312,0.95507857421875,False,REGULAR,USD,put,^SPX,2025-09-26,2025-09-06 10:53:39.361666,options
SPXW250926P03200000,2025-09-02 17:45:22+00:00,3200.0,0.2,0.0,0.2,0.0,0.0,1.0,288,0.877930908203125,False,REGULAR,USD,put,^SPX,2025-09-26,2025-09-06 10:53:39.361666,options
SPXW250926P03400000,2025-09-03 18:52:04+00:00,3400.0,0.15,0.0,0.25,0.0,0.0,1.0,179,0.8193377441406249,False,REGULAR,USD,put,^SPX,2025-09-26,2025-09-06 10:53:39.361666,options
SPXW250926P03600000,2025-09-02 17:11:19+00:00,3600.0,0.41,0.0,0.25,0.0,0.0,4.0,151,0.7504907763671875,False,REGULAR,USD,put,^SPX,2025-09-26,2025-09-06 10:53:39.361666,options
SPXW250926P03800000,2025-09-04 14:59:20+00:00,3800.0,0.2,0.0,0.25,0.0,0.0,34.0,343,0.6850617431640625,False,REGULAR,USD,put,^SPX,2025-09-26,2025-09-06 10:53:39.361666,options
SPXW250926P04000000,2025-09-05 19:18:50+00:00,4000.0,0.25,0.05,0.35,-0.050000012,-16.66667,42.0,804,0.64648791015625,False,REGULAR,USD,put,^SPX,2025-09-26,2025-09-06 10:53:39.361666,options
SPXW250926P04200000,2025-09-05 14:08:41+00:00,4200.0,0.35,0.1,0.45,0.0,0.0,13.0,760,0.6005899316406251,False,REGULAR,USD,put,^SPX,2025-09-26,2025-09-06 10:53:39.361666,options
SPXW250926P04400000,2025-09-05 18:53:39+00:00,4400.0,0.45,0.2,0.55,-0.050000012,-10.000002,166.0,501,0.5554243676757813,False,REGULAR,USD,put,^SPX,2025-09-26,2025-09-06 10:53:39.361666,options
SPXW250926P04600000,2025-09-05 19:59:59+00:00,4600.0,0.5,0.35,0.65,-0.25,-33.333336,55.0,572,0.5097705273437501,False,REGULAR,USD,put,^SPX,2025-09-26,2025-09-06 10:53:39.361666,options
SPXW250926P04700000,2025-09-05 18:03:23+00:00,4700.0,0.9,0.4,0.75,-0.39999998,-30.76923,2.0,953,0.5001270690917969,False,REGULAR,USD,put,^SPX,2025-09-26,2025-09-06 10:53:39.361666,options
SPXW250926P04800000,2025-09-05 13:30:04+00:00,4800.0,0.75,0.55,0.85,-0.14999998,-16.666664,13.0,310,0.47632359619140624,False,REGULAR,USD,put,^SPX,2025-09-26,2025-09-06 10:53:39.361666,options
SPXW250926P04900000,2025-09-05 15:30:10+00:00,4900.0,1.05,0.7,1.05,-0.05000007,-4.545461,1.0,783,0.45691461059570315,False,REGULAR,USD,put,^SPX,2025-09-26,2025-09-06 10:53:39.361666,options
SPXW250926P05000000,2025-09-05 17:35:28+00:00,5000.0,1.25,0.85,1.2,0.0,0.0,10.0,3761,0.4334773449707031,False,REGULAR,USD,put,^SPX,2025-09-26,2025-09-06 10:53:39.361666,options
SPXW250926P05050000,2025-09-05 13:45:00+00:00,5050.0,1.55,0.95,1.25,0.25,19.23077,82.0,203,0.420476986694336,False,REGULAR,USD,put,^SPX,2025-09-26,2025-09-06 10:53:39.361666,options
SPXW250926P05100000,2025-09-05 14:58:33+00:00,5100.0,1.6,1.05,1.35,-0.049999952,-3.0303001,70.0,2903,0.4092466302490234,False,REGULAR,USD,put,^SPX,2025-09-26,2025-09-06 10:53:39.361666,options
SPXW250926P05150000,2025-09-05 13:30:38+00:00,5150.0,1.3,1.15,1.5,-0.30000007,-18.750004,4.0,398,0.39929799926757814,False,REGULAR,USD,put,^SPX,2025-09-26,2025-09-06 10:53:39.361666,options
SPXW250926P05200000,2025-09-05 15:49:31+00:00,5200.0,1.75,1.25,1.65,-0.14999998,-7.894736,6.0,485,0.38886109191894536,False,REGULAR,USD,put,^SPX,2025-09-26,2025-09-06 10:53:39.361666,options
