contractSymbol,lastTradeDate,strike,lastPrice,bid,ask,change,percentChange,volume,openInterest,impliedVolatility,inTheMoney,contractSize,currency,Option_Type,Symbol,Expiry,Fetched_At,Data_Type
SPXW260331P02200000,2025-09-05 15:55:35+00:00,2200.0,4.27,3.6,4.3,-0.05000019,-1.1574117,4.0,3027,0.5880778497314454,False,REGULAR,USD,put,^SPX,2026-03-31,2025-09-06 10:53:42.744668,options
SPXW260331P02400000,2025-09-05 15:55:35+00:00,2400.0,5.28,4.5,5.3,-0.39999962,-7.042247,6.0,329,0.5576216113281252,False,REGULAR,USD,put,^SPX,2026-03-31,2025-09-06 10:53:42.744668,options
SPXW260331P02600000,2025-09-05 15:55:35+00:00,2600.0,6.5,5.7,6.4,-0.5,-7.1428576,2.0,254,0.529423651123047,False,REGULAR,USD,put,^SPX,2026-03-31,2025-09-06 10:53:42.744668,options
SPXW260331P02700000,2025-08-25 19:57:49+00:00,2700.0,7.2,6.2,7.0,0.0,0.0,2.0,363,0.5148974291992188,False,REGULAR,USD,put,^SPX,2026-03-31,2025-09-06 10:53:42.744668,options
SPXW260331P02800000,2025-07-28 17:04:03+00:00,2800.0,8.9,0.0,0.0,0.0,0.0,1.0,89,0.2500075,False,REGULAR,USD,put,^SPX,2026-03-31,2025-09-06 10:53:42.744668,options
SPXW260331P02900000,2025-09-04 13:41:28+00:00,2900.0,8.64,7.7,8.4,0.0,0.0,1.0,821,0.49191792266845713,False,REGULAR,USD,put,^SPX,2026-03-31,2025-09-06 10:53:42.744668,options
SPXW260331P03000000,2025-09-05 13:30:02+00:00,3000.0,8.51,8.4,9.2,-2.4899998,-22.636362,140.0,7603,0.47902437484741206,False,REGULAR,USD,put,^SPX,2026-03-31,2025-09-06 10:53:42.744668,options
SPXW260331P03100000,2025-09-05 13:30:02+00:00,3100.0,9.5,9.2,10.0,-0.6999998,-6.8627434,143.0,285,0.4660087579345704,False,REGULAR,USD,put,^SPX,2026-03-31,2025-09-06 10:53:42.744668,options
SPXW260331P03200000,2025-09-05 19:16:26+00:00,3200.0,10.4,10.1,10.9,-0.3000002,-2.80374,17.0,492,0.4535424519348144,False,REGULAR,USD,put,^SPX,2026-03-31,2025-09-06 10:53:42.744668,options
SPXW260331P03300000,2025-09-04 18:35:43+00:00,3300.0,11.1,11.0,11.8,-0.5999994,-5.1282005,11.0,218,0.4409388182067871,False,REGULAR,USD,put,^SPX,2026-03-31,2025-09-06 10:53:42.744668,options
SPXW260331P03400000,2025-09-03 13:34:30+00:00,3400.0,12.3,12.0,12.8,-1.5,-10.869565,5.0,387,0.42877768493652346,False,REGULAR,USD,put,^SPX,2026-03-31,2025-09-06 10:53:42.744668,options
SPXW260331P03500000,2025-09-03 17:38:12+00:00,3500.0,14.7,13.0,14.0,0.0,0.0,25.0,358,0.4174634059906005,False,REGULAR,USD,put,^SPX,2026-03-31,2025-09-06 10:53:42.744668,options
SPXW260331P03600000,2025-09-02 13:38:32+00:00,3600.0,17.5,14.1,15.0,0.0,0.0,240.0,265,0.4050123586273193,False,REGULAR,USD,put,^SPX,2026-03-31,2025-09-06 10:53:42.744668,options
SPXW260331P03700000,2025-08-13 14:09:15+00:00,3700.0,17.1,15.3,16.2,0.0,0.0,110.0,172,0.39333950172424315,False,REGULAR,USD,put,^SPX,2026-03-31,2025-09-06 10:53:42.744668,options
SPXW260331P03750000,2025-08-29 16:25:55+00:00,3750.0,17.7,15.8,16.9,0.0,0.0,54.0,19,0.3878463925933838,False,REGULAR,USD,put,^SPX,2026-03-31,2025-09-06 10:53:42.744668,options
SPXW260331P03800000,2025-08-12 20:05:42+00:00,3800.0,18.9,16.4,17.5,0.0,0.0,38.0,116,0.3819031536865234,False,REGULAR,USD,put,^SPX,2026-03-31,2025-09-06 10:53:42.744668,options
SPXW260331P03850000,2025-08-21 16:52:56+00:00,3850.0,21.06,17.0,18.1,0.0,0.0,2.0,87,0.37592939750671384,False,REGULAR,USD,put,^SPX,2026-03-31,2025-09-06 10:53:42.744668,options
SPXW260331P03900000,2025-09-05 17:25:28+00:00,3900.0,18.46,17.7,18.7,-0.1400013,-0.75269514,10.0,5014,0.3699403826904296,False,REGULAR,USD,put,^SPX,2026-03-31,2025-09-06 10:53:42.744668,options
SPXW260331P03950000,2025-07-30 17:20:15+00:00,3950.0,23.47,19.8,21.0,0.0,0.0,2.0,94,0.36956273143768303,False,REGULAR,USD,put,^SPX,2026-03-31,2025-09-06 10:53:42.744668,options
SPXW260331P04000000,2025-09-05 17:25:28+00:00,4000.0,19.91,19.2,20.1,-3.960001,-16.589865,10.0,413,0.35854981056213386,False,REGULAR,USD,put,^SPX,2026-03-31,2025-09-06 10:53:42.744668,options
SPXW260331P04050000,2025-08-18 15:31:04+00:00,4050.0,22.78,19.8,21.0,0.0,0.0,4.0,113,0.3534152793884277,False,REGULAR,USD,put,^SPX,2026-03-31,2025-09-06 10:53:42.744668,options
