contractSymbol,lastTradeDate,strike,lastPrice,bid,ask,change,percentChange,volume,openInterest,impliedVolatility,inTheMoney,contractSize,currency,Option_Type,Symbol,Expiry,Fetched_At,Data_Type
SPXW251001P03000000,2025-09-04 16:34:49+00:00,3000.0,0.05,0.0,0.25,-0.05,-50.0,8,8,0.8720715917968749,False,REGULAR,USD,put,^SPX,2025-10-01,2025-09-06 10:53:39.844486,options
SPXW251001P03200000,2025-08-29 16:36:28+00:00,3200.0,0.2,0.0,0.25,0.0,0.0,1,1,0.8017597949218749,False,REGULAR,USD,put,^SPX,2025-10-01,2025-09-06 10:53:39.844486,options
SPXW251001P03800000,2025-09-05 17:35:28+00:00,3800.0,0.25,0.05,0.4,-0.19999999,-44.444443,40,4,0.6445348046875,False,REGULAR,USD,put,^SPX,2025-10-01,2025-09-06 10:53:39.844486,options
SPXW251001P04400000,2025-09-02 17:05:40+00:00,4400.0,1.6,0.35,0.75,0.0,0.0,11,35,0.5173388110351562,False,REGULAR,USD,put,^SPX,2025-10-01,2025-09-06 10:53:39.844486,options
SPXW251001P04600000,2025-09-05 19:03:45+00:00,4600.0,0.9,0.55,0.95,-0.100000024,-10.000002,41,681,0.4887746435546876,False,REGULAR,USD,put,^SPX,2025-10-01,2025-09-06 10:53:39.844486,options
SPXW251001P04800000,2025-09-05 13:37:53+00:00,4800.0,1.4,0.8,1.25,0.25,21.739132,71,44,0.44653873779296877,False,REGULAR,USD,put,^SPX,2025-10-01,2025-09-06 10:53:39.844486,options
SPXW251001P05000000,2025-09-05 18:57:17+00:00,5000.0,1.55,1.25,1.65,0.0,0.0,41,19,0.4044859356689453,False,REGULAR,USD,put,^SPX,2025-10-01,2025-09-06 10:53:39.844486,options
SPXW251001P05200000,2025-09-05 19:12:52+00:00,5200.0,2.14,1.75,2.2,-3.36,-61.090904,10,18,0.36255520263671875,False,REGULAR,USD,put,^SPX,2025-10-01,2025-09-06 10:53:39.844486,options
SPXW251001P05300000,2025-09-04 13:38:47+00:00,5300.0,3.2,2.15,2.6,0.0,0.0,2,22,0.34241380249023434,False,REGULAR,USD,put,^SPX,2025-10-01,2025-09-06 10:53:39.844486,options
SPXW251001P05400000,2025-09-05 19:24:23+00:00,5400.0,2.85,2.6,3.1,-0.35000014,-10.937505,26,74,0.322424988708496,False,REGULAR,USD,put,^SPX,2025-10-01,2025-09-06 10:53:39.844486,options
SPXW251001P05500000,2025-09-05 16:37:24+00:00,5500.0,3.5,3.1,3.7,-1.1999998,-25.531912,67,115,0.3020852262878418,False,REGULAR,USD,put,^SPX,2025-10-01,2025-09-06 10:53:39.844486,options
SPXW251001P05575000,2025-09-04 14:07:49+00:00,5575.0,5.3,3.7,4.2,0.0,0.0,1,6,0.28626202026367187,False,REGULAR,USD,put,^SPX,2025-10-01,2025-09-06 10:53:39.844486,options
SPXW251001P05600000,2025-09-04 14:04:00+00:00,5600.0,5.5,3.8,4.4,0.0,0.0,2,58,0.28113511840820304,False,REGULAR,USD,put,^SPX,2025-10-01,2025-09-06 10:53:39.844486,options
SPXW251001P05675000,2025-09-04 19:04:28+00:00,5675.0,5.3,4.5,5.1,0.0,0.0,4,8,0.2658459646606446,False,REGULAR,USD,put,^SPX,2025-10-01,2025-09-06 10:53:39.844486,options
SPXW251001P05700000,2025-09-04 17:38:07+00:00,5700.0,5.98,4.7,5.3,0.0,0.0,8,48,0.2601850105285644,False,REGULAR,USD,put,^SPX,2025-10-01,2025-09-06 10:53:39.844486,options
SPXW251001P05725000,2025-09-04 17:56:39+00:00,5725.0,6.2,5.0,5.6,0.0,0.0,9,19,0.25522595367431644,False,REGULAR,USD,put,^SPX,2025-10-01,2025-09-06 10:53:39.844486,options
SPXW251001P05750000,2025-09-05 19:22:40+00:00,5750.0,5.7,5.3,5.8,-0.8000002,-12.307695,3,485,0.24932086135864256,False,REGULAR,USD,put,^SPX,2025-10-01,2025-09-06 10:53:39.844486,options
SPXW251001P05775000,2025-09-04 19:58:52+00:00,5775.0,6.4,5.6,6.3,0.0,0.0,17,122,0.2455138315582275,False,REGULAR,USD,put,^SPX,2025-10-01,2025-09-06 10:53:39.844486,options
SPXW251001P05800000,2025-09-05 19:12:52+00:00,5800.0,6.65,6.0,6.6,-0.7999997,-10.738252,14,130,0.24001309310913083,False,REGULAR,USD,put,^SPX,2025-10-01,2025-09-06 10:53:39.844486,options
SPXW251001P05825000,2025-09-04 13:53:45+00:00,5825.0,9.42,6.4,7.0,0.6000004,6.802726,1,111,0.23501588966369627,False,REGULAR,USD,put,^SPX,2025-10-01,2025-09-06 10:53:39.844486,options
SPXW251001P05875000,2025-09-02 13:54:39+00:00,5875.0,17.58,7.3,8.0,0.0,0.0,3,4,0.22556316436767576,False,REGULAR,USD,put,^SPX,2025-10-01,2025-09-06 10:53:39.844486,options
SPXW251001P05900000,2025-09-05 19:12:52+00:00,5900.0,8.62,7.8,8.5,-0.6800003,-7.3118315,35,57,0.2204515211486816,False,REGULAR,USD,put,^SPX,2025-10-01,2025-09-06 10:53:39.844486,options
SPXW251001P05925000,2025-09-04 11:52:38+00:00,5925.0,12.4,8.4,9.1,0.0,0.0,5,60,0.2156297920227051,False,REGULAR,USD,put,^SPX,2025-10-01,2025-09-06 10:53:39.844486,options
SPXW251001P05950000,2025-09-05 19:36:31+00:00,5950.0,9.7,9.0,9.8,-1.4000006,-12.6126175,28,49,0.2109987958526611,False,REGULAR,USD,put,^SPX,2025-10-01,2025-09-06 10:53:39.844486,options
SPXW251001P05975000,2025-09-05 17:37:22+00:00,5975.0,12.47,9.8,10.5,1.8699999,17.641506,5,39,0.20604736831665038,False,REGULAR,USD,put,^SPX,2025-10-01,2025-09-06 10:53:39.844486,options
SPXW251001P06000000,2025-09-05 20:00:48+00:00,6000.0,11.2,10.8,11.3,-0.40000057,-3.4482808,87,1440,0.20122563919067382,False,REGULAR,USD,put,^SPX,2025-10-01,2025-09-06 10:53:39.844486,options
SPXW251001P06025000,2025-09-05 17:37:22+00:00,6025.0,15.07,11.6,12.3,1.3899994,10.160814,13,71,0.19686166915893555,False,REGULAR,USD,put,^SPX,2025-10-01,2025-09-06 10:53:39.844486,options
SPXW251001P06050000,2025-09-05 19:37:36+00:00,6050.0,13.1,12.6,13.4,-1.0,-7.092199,34,27,0.19245955253601074,False,REGULAR,USD,put,^SPX,2025-10-01,2025-09-06 10:53:39.844486,options
SPXW251001P06075000,2025-09-05 18:17:04+00:00,6075.0,16.6,13.7,14.5,1.1000004,7.0967765,4,156,0.18762637943267824,False,REGULAR,USD,put,^SPX,2025-10-01,2025-09-06 10:53:39.844486,options
SPXW251001P06100000,2025-09-05 16:11:51+00:00,6100.0,17.9,15.0,15.9,1.2999992,7.8313203,15,94,0.18336159053802487,False,REGULAR,USD,put,^SPX,2025-10-01,2025-09-06 10:53:39.844486,options
SPXW251001P06125000,2025-09-05 14:22:31+00:00,6125.0,20.7,16.5,17.3,1.0,5.076142,5,18,0.17859708129882812,False,REGULAR,USD,put,^SPX,2025-10-01,2025-09-06 10:53:39.844486,options
SPXW251001P06150000,2025-09-03 19:59:12+00:00,6150.0,27.57,18.1,19.0,0.0,0.0,330,618,0.17421022331237795,False,REGULAR,USD,put,^SPX,2025-10-01,2025-09-06 10:53:39.844486,options
SPXW251001P06175000,2025-09-05 19:31:50+00:00,6175.0,21.19,19.9,20.8,-0.40999985,-1.8981473,6,91,0.1695334512329102,False,REGULAR,USD,put,^SPX,2025-10-01,2025-09-06 10:53:39.844486,options
SPXW251001P06200000,2025-09-05 19:35:55+00:00,6200.0,22.6,22.1,22.7,-3.9499989,-14.877586,13,998,0.16454769176483153,False,REGULAR,USD,put,^SPX,2025-10-01,2025-09-06 10:53:39.844486,options
