contractSymbol,lastTradeDate,strike,lastPrice,bid,ask,change,percentChange,volume,openInterest,impliedVolatility,inTheMoney,contractSize,currency,Option_Type,Symbol,Expiry,Fetched_At,Data_Type
SPX260918C00200000,2025-09-05 18:57:32+00:00,200.0,6228.0,0.0,0.0,81.0,1.3177159,3.0,21,1.0000000000000003e-05,True,REGULAR,USD,call,^SPX,2026-09-18,2025-09-06 10:53:43.833677,options
SPX260918C00600000,2025-09-03 13:36:30+00:00,600.0,5815.36,0.0,0.0,0.0,0.0,1.0,0,1.0000000000000003e-05,True,REGULAR,USD,call,^SPX,2026-09-18,2025-09-06 10:53:43.833677,options
SPX260918C01200000,2025-09-03 13:36:30+00:00,1200.0,5241.91,0.0,0.0,0.0,0.0,1.0,0,1.0000000000000003e-05,True,REGULAR,USD,call,^SPX,2026-09-18,2025-09-06 10:53:43.833677,options
SPX260918C03000000,2025-08-20 14:18:04+00:00,3000.0,3450.54,0.0,0.0,0.0,0.0,1.0,2,1.0000000000000003e-05,True,REGULAR,USD,call,^SPX,2026-09-18,2025-09-06 10:53:43.833677,options
SPX260918C03500000,2025-06-04 13:46:56+00:00,3500.0,2644.06,2869.5,2886.9,0.0,0.0,,0,1.0000000000000003e-05,True,REGULAR,USD,call,^SPX,2026-09-18,2025-09-06 10:53:43.833677,options
SPX260918C03900000,2025-06-04 13:46:56+00:00,3900.0,2281.71,2502.8,2518.8,0.0,0.0,,0,1.0000000000000003e-05,True,REGULAR,USD,call,^SPX,2026-09-18,2025-09-06 10:53:43.833677,options
SPX260918C04000000,2025-08-14 13:30:15+00:00,4000.0,2600.12,2605.2,2644.6,0.0,0.0,1.0,3,0.4417780432128906,True,REGULAR,USD,call,^SPX,2026-09-18,2025-09-06 10:53:43.833677,options
SPX260918C04500000,2025-05-28 19:50:12+00:00,4500.0,1677.34,1885.7,1925.5,0.0,0.0,7.0,3,1.0000000000000003e-05,True,REGULAR,USD,call,^SPX,2026-09-18,2025-09-06 10:53:43.833677,options
SPX260918C04550000,2025-06-03 16:51:34+00:00,4550.0,1703.05,1920.7,1934.8,0.0,0.0,,0,0.14974299972534183,True,REGULAR,USD,call,^SPX,2026-09-18,2025-09-06 10:53:43.833677,options
SPX260918C04700000,2025-08-22 14:15:39+00:00,4700.0,1978.68,1963.2,2002.8,0.0,0.0,2.0,1,0.367547637758255,True,REGULAR,USD,call,^SPX,2026-09-18,2025-09-06 10:53:43.833677,options
SPX260918C04800000,2025-08-22 15:24:16+00:00,4800.0,1896.89,1873.7,1913.1,0.0,0.0,2.0,1,0.35773538084030143,True,REGULAR,USD,call,^SPX,2026-09-18,2025-09-06 10:53:43.833677,options
SPX260918C04950000,2025-06-23 16:03:29+00:00,4950.0,1362.86,1680.1,1689.2,0.0,0.0,,3,0.2863764600372314,True,REGULAR,USD,call,^SPX,2026-09-18,2025-09-06 10:53:43.833677,options
SPX260918C05000000,2025-09-05 19:46:14+00:00,5000.0,1720.73,1699.3,1735.8,15.329956,0.89890677,4501.0,9007,0.3387221661281585,True,REGULAR,USD,call,^SPX,2026-09-18,2025-09-06 10:53:43.833677,options
SPX260918C05025000,2025-07-08 19:04:10+00:00,5025.0,1506.52,1621.7,1660.3,0.0,0.0,,1,0.3046114842891693,True,REGULAR,USD,call,^SPX,2026-09-18,2025-09-06 10:53:43.833677,options
SPX260918C05050000,2025-08-26 19:01:42+00:00,5050.0,1657.13,1652.6,1692.0,0.0,0.0,,1,0.33411501157760615,True,REGULAR,USD,call,^SPX,2026-09-18,2025-09-06 10:53:43.833677,options
SPX260918C05100000,2025-06-11 14:56:13+00:00,5100.0,1308.54,1472.0,1478.0,0.0,0.0,,1,0.22218814471244808,True,REGULAR,USD,call,^SPX,2026-09-18,2025-09-06 10:53:43.833677,options
