contractSymbol,lastTradeDate,strike,lastPrice,bid,ask,change,percentChange,volume,openInterest,impliedVolatility,inTheMoney,contractSize,currency,Option_Type,Symbol,Expiry,Fetched_At,Data_Type
SPXW250929C02600000,2025-08-27 09:36:41+00:00,2600.0,3874.29,3872.9,3894.7,0.0,0.0,,1,1.3837921435546874,True,REGULAR,USD,call,^SPX,2025-09-29,2025-09-06 12:54:48.230059,options
SPXW250929C04600000,2025-08-27 09:37:48+00:00,4600.0,1884.04,1879.0,1900.6,0.0,0.0,,1,0.6731294894409182,True,REGULAR,USD,call,^SPX,2025-09-29,2025-09-06 12:54:48.230059,options
SPXW250929C05000000,2025-08-28 17:22:02+00:00,5000.0,1507.73,1480.7,1502.3,0.0,0.0,9.0,9,0.546528582611084,True,REGULAR,USD,call,^SPX,2025-09-29,2025-09-06 12:54:48.230059,options
SPXW250929C05500000,2025-08-28 17:24:19+00:00,5500.0,1011.73,983.7,1005.3,0.0,0.0,,19,0.44903352485656733,True,REGULAR,USD,call,^SPX,2025-09-29,2025-09-06 12:54:48.230059,options
SPXW250929C05700000,2025-08-29 14:04:21+00:00,5700.0,782.39,785.6,809.0,0.0,0.0,1.0,1,0.38595432167053223,True,REGULAR,USD,call,^SPX,2025-09-29,2025-09-06 12:54:48.230059,options
SPXW250929C06000000,2025-08-21 15:10:42+00:00,6000.0,433.0,491.4,515.3,0.0,0.0,,3,0.2841982896804809,True,REGULAR,USD,call,^SPX,2025-09-29,2025-09-06 12:54:48.230059,options
SPXW250929C06025000,2025-09-03 13:49:13+00:00,6025.0,441.98,467.2,491.2,0.0,0.0,2.0,0,0.27605399246215817,True,REGULAR,USD,call,^SPX,2025-09-29,2025-09-06 12:54:48.230059,options
SPXW250929C06050000,2025-08-25 18:25:16+00:00,6050.0,444.52,443.2,467.2,0.0,0.0,,6,0.26799361774444574,True,REGULAR,USD,call,^SPX,2025-09-29,2025-09-06 12:54:48.230059,options
SPXW250929C06100000,2025-08-25 18:25:16+00:00,6100.0,397.83,395.5,419.5,0.0,0.0,10.0,10,0.25198349342346194,True,REGULAR,USD,call,^SPX,2025-09-29,2025-09-06 12:54:48.230059,options
SPXW250929C06150000,2025-08-25 18:01:18+00:00,6150.0,352.32,348.4,372.4,0.0,0.0,10.0,10,0.23638153762817382,True,REGULAR,USD,call,^SPX,2025-09-29,2025-09-06 12:54:48.230059,options
SPXW250929C06200000,2025-08-25 18:01:18+00:00,6200.0,307.27,302.0,326.0,0.0,0.0,10.0,11,0.22105805194854738,True,REGULAR,USD,call,^SPX,2025-09-29,2025-09-06 12:54:48.230059,options
SPXW250929C06250000,2025-09-04 14:19:01+00:00,6250.0,246.62,256.6,280.5,0.0,0.0,1.0,6,0.20600540706634518,True,REGULAR,USD,call,^SPX,2025-09-29,2025-09-06 12:54:48.230059,options
SPXW250929C06275000,2025-09-04 16:19:09+00:00,6275.0,245.29,234.3,258.0,0.0,0.0,8.0,33,0.1982578343963623,True,REGULAR,USD,call,^SPX,2025-09-29,2025-09-06 12:54:48.230059,options
