contractSymbol,lastTradeDate,strike,lastPrice,bid,ask,change,percentChange,volume,openInterest,impliedVolatility,inTheMoney,contractSize,currency,Option_Type,Symbol,Expiry,Fetched_At,Data_Type
SPX291221P00400000,2025-09-04 19:09:38+00:00,400.0,1.5,1.05,5.3,-0.33000004,-18.03279,1.0,157,0.5379074530029297,False,REGULAR,USD,put,^SPX,2029-12-21,2025-09-06 10:53:44.580879,options
SPX291221P00800000,2025-07-18 17:59:41+00:00,800.0,3.5,0.05,8.0,0.0,0.0,1.0,113,0.4471033073425293,False,REGULAR,USD,put,^SPX,2029-12-21,2025-09-06 10:53:44.580879,options
SPX291221P01200000,2025-09-02 13:56:26+00:00,1200.0,9.95,5.4,10.8,0.0,0.0,3.0,85,0.3748307756805419,False,REGULAR,USD,put,^SPX,2029-12-21,2025-09-06 10:53:44.580879,options
SPX291221P01600000,2025-06-20 17:20:23+00:00,1600.0,20.7,14.0,23.7,0.0,0.0,1.0,39,0.3524425413131713,False,REGULAR,USD,put,^SPX,2029-12-21,2025-09-06 10:53:44.580879,options
SPX291221P01800000,2025-09-05 17:19:58+00:00,1800.0,25.6,24.8,27.8,0.80000114,3.2258112,2.0,45,0.33296107719421386,False,REGULAR,USD,put,^SPX,2029-12-21,2025-09-06 10:53:44.580879,options
SPX291221P02000000,2025-08-22 19:49:55+00:00,2000.0,29.56,25.4,36.8,0.0,0.0,1.0,350,0.32313832996368397,False,REGULAR,USD,put,^SPX,2029-12-21,2025-09-06 10:53:44.580879,options
SPX291221P02200000,2025-08-22 19:49:55+00:00,2200.0,36.26,32.4,44.5,0.0,0.0,1.0,49,0.30992053611755366,False,REGULAR,USD,put,^SPX,2029-12-21,2025-09-06 10:53:44.580879,options
SPX291221P02400000,2025-09-02 13:56:26+00:00,2400.0,46.4,39.9,53.2,0.0,0.0,8.0,14,0.2976735730171203,False,REGULAR,USD,put,^SPX,2029-12-21,2025-09-06 10:53:44.580879,options
SPX291221P02600000,2025-04-09 18:46:24+00:00,2600.0,81.5,64.5,80.2,0.0,0.0,1.0,208,0.3025506147003174,False,REGULAR,USD,put,^SPX,2029-12-21,2025-09-06 10:53:44.580879,options
SPX291221P02800000,2025-08-12 19:40:21+00:00,2800.0,63.8,57.3,69.3,0.0,0.0,5.0,151,0.2713476567745209,False,REGULAR,USD,put,^SPX,2029-12-21,2025-09-06 10:53:44.580879,options
SPX291221P02900000,2025-05-13 17:54:41+00:00,2900.0,78.67,0.0,0.0,0.0,0.0,1.0,208,0.062509375,False,REGULAR,USD,put,^SPX,2029-12-21,2025-09-06 10:53:44.580879,options
