contractSymbol,lastTradeDate,strike,lastPrice,bid,ask,change,percentChange,volume,openInterest,impliedVolatility,inTheMoney,contractSize,currency,Option_Type,Symbol,Expiry,Fetched_At,Data_Type
SPXW250918C04000000,2025-08-20 16:05:32+00:00,4000.0,2379.76,2472.3,2494.1,0.0,0.0,,1,1.0056202062988282,True,REGULAR,USD,call,^SPX,2025-09-18,2025-09-06 12:54:47.226055,options
SPXW250918C05000000,2025-08-20 16:05:32+00:00,5000.0,1385.63,1474.1,1495.9,0.0,0.0,,1,0.6303137554931642,True,REGULAR,USD,call,^SPX,2025-09-18,2025-09-06 12:54:47.226055,options
SPXW250918C05550000,2025-08-26 18:07:31+00:00,5550.0,907.35,925.7,949.0,0.0,0.0,,1,0.5433776741790772,True,REGULAR,USD,call,^SPX,2025-09-18,2025-09-06 12:54:47.226055,options
SPXW250918C05600000,2025-08-26 18:07:31+00:00,5600.0,857.85,875.9,899.2,0.0,0.0,,1,0.5197038996887207,True,REGULAR,USD,call,^SPX,2025-09-18,2025-09-06 12:54:47.226055,options
SPXW250918C05700000,2025-08-14 14:58:12+00:00,5700.0,785.39,776.3,798.1,0.0,0.0,,3,0.4626671165466309,True,REGULAR,USD,call,^SPX,2025-09-18,2025-09-06 12:54:47.226055,options
SPXW250918C05925000,2025-08-12 13:56:32+00:00,5925.0,508.94,552.7,576.3,0.0,0.0,,0,0.36743033699035643,True,REGULAR,USD,call,^SPX,2025-09-18,2025-09-06 12:54:47.226055,options
SPXW250918C06000000,2025-08-12 13:43:37+00:00,6000.0,456.22,478.4,502.1,0.0,0.0,,2,0.33230495582580566,True,REGULAR,USD,call,^SPX,2025-09-18,2025-09-06 12:54:47.226055,options
SPXW250918C06075000,2025-09-03 16:41:07+00:00,6075.0,372.48,404.4,428.2,0.0,0.0,2.0,3,0.29736267829895013,True,REGULAR,USD,call,^SPX,2025-09-18,2025-09-06 12:54:47.226055,options
SPXW250918C06100000,2025-08-12 14:01:17+00:00,6100.0,341.77,379.9,403.7,0.0,0.0,,2,0.2859110716247558,True,REGULAR,USD,call,^SPX,2025-09-18,2025-09-06 12:54:47.226055,options
SPXW250918C06125000,2025-08-21 13:45:40+00:00,6125.0,288.21,355.5,379.3,0.0,0.0,2.0,217,0.2746349392700196,True,REGULAR,USD,call,^SPX,2025-09-18,2025-09-06 12:54:47.226055,options
SPXW250918C06140000,2025-08-27 14:47:18+00:00,6140.0,357.8,340.9,364.7,0.0,0.0,,3,0.2678906219482422,True,REGULAR,USD,call,^SPX,2025-09-18,2025-09-06 12:54:47.226055,options
SPXW250918C06150000,2025-08-12 13:43:56+00:00,6150.0,319.27,331.2,355.2,0.0,0.0,,33,0.2641904026031494,True,REGULAR,USD,call,^SPX,2025-09-18,2025-09-06 12:54:47.226055,options
SPXW250918C06170000,2025-08-27 14:47:18+00:00,6170.0,330.29,311.8,335.8,0.0,0.0,,3,0.25514966049194343,True,REGULAR,USD,call,^SPX,2025-09-18,2025-09-06 12:54:47.226055,options
SPXW250918C06175000,2025-09-02 14:49:18+00:00,6175.0,249.73,307.0,331.0,0.0,0.0,5.0,2,0.25303633934020997,True,REGULAR,USD,call,^SPX,2025-09-18,2025-09-06 12:54:47.226055,options
SPXW250918C06200000,2025-08-12 13:39:51+00:00,6200.0,276.94,283.0,307.0,0.0,0.0,,3,0.24221033676147458,True,REGULAR,USD,call,^SPX,2025-09-18,2025-09-06 12:54:47.226055,options
SPXW250918C06220000,2025-08-29 14:17:16+00:00,6220.0,264.12,264.0,288.0,0.0,0.0,1.0,1,0.23388675056457517,True,REGULAR,USD,call,^SPX,2025-09-18,2025-09-06 12:54:47.226055,options
SPXW250918C06225000,2025-09-02 14:49:18+00:00,6225.0,206.8,259.3,283.3,0.0,0.0,5.0,182,0.23191838645935056,True,REGULAR,USD,call,^SPX,2025-09-18,2025-09-06 12:54:47.226055,options
SPXW250918C06240000,2025-08-29 14:17:16+00:00,6240.0,246.32,245.2,269.2,0.0,0.0,1.0,1,0.22586070777893066,True,REGULAR,USD,call,^SPX,2025-09-18,2025-09-06 12:54:47.226055,options
