contractSymbol,lastTradeDate,strike,lastPrice,bid,ask,change,percentChange,volume,openInterest,impliedVolatility,inTheMoney,contractSize,currency,Option_Type,Symbol,Expiry,Fetched_At,Data_Type
SPXW251002P03800000,2025-09-02 15:03:49+00:00,3800.0,0.75,0.05,0.45,0.0,0.0,5,6,0.6381872119140625,False,REGULAR,USD,put,^SPX,2025-10-02,2025-09-06 12:54:48.827351,options
SPXW251002P04400000,2025-09-02 15:22:05+00:00,4400.0,1.7,0.4,0.8,0.0,0.0,2,40,0.5119677709960937,False,REGULAR,USD,put,^SPX,2025-10-02,2025-09-06 12:54:48.827351,options
SPXW251002P04600000,2025-09-04 19:17:36+00:00,4600.0,1.03,0.6,1.05,0.0,0.0,40,57,0.48480739807128903,False,REGULAR,USD,put,^SPX,2025-10-02,2025-09-06 12:54:48.827351,options
SPXW251002P04800000,2025-09-04 19:10:00+00:00,4800.0,1.1,0.9,1.35,-0.25,-18.518518,4,759,0.44208321594238287,False,REGULAR,USD,put,^SPX,2025-10-02,2025-09-06 12:54:48.827351,options
SPXW251002P05000000,2025-09-04 13:30:06+00:00,5000.0,1.57,1.4,1.8,-0.6,-27.649769,6,15,0.4011900701904296,False,REGULAR,USD,put,^SPX,2025-10-02,2025-09-06 12:54:48.827351,options
SPXW251002P05300000,2025-09-04 13:30:06+00:00,5300.0,2.57,2.4,2.85,-0.93000007,-26.571432,2,28,0.3403386279296875,False,REGULAR,USD,put,^SPX,2025-10-02,2025-09-06 12:54:48.827351,options
SPXW251002P05400000,2025-09-05 19:22:51+00:00,5400.0,3.1,2.8,3.4,-0.4000001,-11.428575,1,21,0.32068550415039054,False,REGULAR,USD,put,^SPX,2025-10-02,2025-09-06 12:54:48.827351,options
SPXW251002P05700000,2025-09-05 18:32:34+00:00,5700.0,6.14,5.1,5.7,-1.21,-16.462585,94,103,0.2586133709716797,False,REGULAR,USD,put,^SPX,2025-10-02,2025-09-06 12:54:48.827351,options
SPXW251002P05750000,2025-09-04 17:48:54+00:00,5750.0,6.1,5.7,6.4,-0.9000001,-12.857143,1,53,0.24910724044799804,False,REGULAR,USD,put,^SPX,2025-10-02,2025-09-06 12:54:48.827351,options
SPXW251002P05775000,2025-09-03 19:58:25+00:00,5775.0,9.5,6.1,6.7,0.0,0.0,3,32,0.24372094177246095,False,REGULAR,USD,put,^SPX,2025-10-02,2025-09-06 12:54:48.827351,options
